0,265636
0,281265
0,250016
0,250010
0,250011
0,250013
0,250013
0,281232
0,265640
0,250011
0,281267
0,250013
0,265639
0,265638
0,265638
0,250012
0,265640
0,265640
0,265637
0,265639
0,250013
0,250009
0,265642
0,250012
0,265638
0,265641
0,250012
0,265639
0,265638
0,265637
0,250014
0,250013
0,265638
0,265639
0,265636
0,250016
0,250013
0,265636
0,265642
0,265635
0,265640
0,250015
0,250010
0,250009
0,265642
0,250012
0,265640
0,234385
0,250013
0,265638
0,265639
0,250013
0,265639
0,250012
0,250010
0,250015
0,250012
0,250013
0,265639
0,250013
0,265636
0,265642
0,250010
0,250012
0,265640
0,265638
0,250013
0,265639
0,265638
0,265636
0,265636
0,250012
0,234386
0,250014
0,250013
0,250014
0,251839
0,250015
0,250014
0,265639
0,265635
0,250017
0,250010
0,265641
0,265636
0,265639
0,250013
0,265642
0,265639
0,265638
0,265637
0,250012
0,296890
0,265638
0,250016
0,265637
0,250015
0,265638
0,265639
0,265639
0,296892
0,312514
0,312514
0,328141
0,312520
0,312515
0,312516
0,328145
0,250012
0,265640
0,312516
0,281265
0,250013
0,281262
0,250016
0,265637
0,250013
0,250015
0,265638
0,265638
0,250014
0,250012
0,265638
0,265640
0,265638
0,265640
0,265637
0,250011
0,265641
0,265640
0,265638
0,265636
0,265642
0,250010
0,250012
0,265640
0,328117
0,265638
0,251319
0,265639
0,265640
0,250012
0,296864
0,265636
0,250013
0,250016
0,250014
0,250010
0,265640
0,265640
0,265639
0,250013
0,250015
0,265638
0,250011
0,265641
0,250012
0,265639
0,265640
0,265635
0,296861
0,265638
0,250015
0,250009
0,250011
0,265627
0,250012
0,265640
0,265636
0,265641
0,265638
0,250013
0,250015
0,250013
0,250013
0,250012
0,296887
0,265639
0,250015
0,250013
0,265638
0,250010
0,265640
0,250013
0,265635
0,265643
0,250010
0,250014
0,265639
0,281265
0,265638
0,250012
0,250012
0,265638
0,250013
0,250013
0,250012
0,265641
0,265640
0,265639
0,312516
0,343771
0,312514
0,343767
0,328145
0,312516
0,359392
0,312520
0,328140
0,328139
0,343769
0,312518
0,359392
0,328144
0,296887
0,328142
0,312513
0,312515
0,343768
0,328143
0,328144
0,328139
0,312518
0,343767
0,328138
0,296893
0,328142
0,328142
0,328140
0,312515
0,328143
0,312515
0,343771
0,359390
0,328143
0,312519
0,343768
0,296889
0,375020
0,359395
0,312513
0,328138
0,328143
0,328142
0,328141
0,250016
0,250013
0,250009
0,298713
0,328142
0,328142
0,312516
0,328146
0,312515
0,296891
0,312515
0,328139
0,312515
0,328144
0,328144
0,343767
0,312516
0,250013
0,265639
0,250010
0,296894
0,250012
0,250016
0,265637
0,265641
0,265639
0,250010
0,250012
0,265636
0,250014
0,234387
0,250010
0,250013
0,250013
0,250010
0,265641
0,265639
0,265639
0,265639
0,265638
0,265637
0,281265
0,265635
0,250016
0,265639
0,250012
0,265638
0,250012
0,265639
0,250010
0,265638
0,250016
0,250010
0,265638
0,265642
0,328142
0,312517
0,296889
0,343770
0,328140
0,328142
0,296893
0,328140
0,328141
0,296893
0,312513
0,343768
0,328144
0,296890
0,328142
0,328140
0,343769
0,312514
0,312516
0,312519
0,343768
0,312514
0,359396
0,312513
0,296890
0,312516
0,312517
0,328141
0,312514
0,312516
0,312517
0,312516
0,312516
0,343770
0,312516
0,328141
0,328141
0,328142
0,328142
0,312516
0,328142
0,328141
0,312515
0,328143
0,328143
0,328142
0,250013
0,250009
0,265642
0,296893
0,343764
0,312516
0,312515
0,312519
0,314301
0,328141
0,312513
0,328145
0,328141
0,328141
0,343766
0,359397
0,296890
0,265639
0,250010
0,296893
0,265639
0,250011
0,265636
0,265642
0,250013
0,265639
0,250013
0,265638
0,250013
0,250011
0,250015
0,250013
0,250012
0,265638
0,250013
0,250013
0,250013
0,281265
0,250010
0,250010
0,265639
0,250013
0,265635
0,312488
0,265639
0,265639
0,250012
0,265635
0,281264
0,265639
0,250015
0,265638
0,281264
0,265640
0,265640
25,596891
